Area,surface_id,type,files_symbols,reachability,entry_point,consumer,objective_id,task_id,test_coverage,runtime_evidence,observability,recovery,status
OBSERVABILITY + INCIDENT READINESS (audit spec §20) — Raw Su,SUR-OBS-build-stamp,shared,"frontend/src/buildVersion.js; frontend/public/service-worker.js:3; frontend/update-sw-version.js:11,18,31; marineForensics.js:80-93 announceBuild",Active-reachable,Netlify build command,TruthOverlay POST details.build (:143); WeatherTelemetry event.build (:282); __RAW_GPU__.build,WS-OBJ-506,WS-CAN-0003,e2e-tests.yml:75 notes the adaptive hash length,"update-sw-version.js stamps BOTH service-worker.js (:18) and src/buildVersion.js (:31) from git rev-parse --short HEAD, so the in-tree 'dev' vs 'd50cc058' mismatch is expected pre-build, not a defect",a truth event is release-attributable,falls back to a YYYYMMDDHHMM timestamp if git fails,Complete
OBSERVABILITY + INCIDENT READINESS (audit spec §20) — Raw Su,SUR-OBS-truthoverlay-hud,user-facing,"frontend/src/components/map/TruthOverlay.js:19-28 isDiagHudEnabled, render :329-712; TruthOverlayGpuTab.js; TruthOverlayVisualTab.js; truthVerdict.js resolveTruthVerdict",Flag-gated — ?diag=1 or localStorage __RAW_DIAG__='1' anywhere; default ON on localhost/127.0.0.1/0.0.0.0; OFF in production; '0' suppresses everywhere; fails closed,MapWebGL render,a human at the screen,WS-OBJ-506,WS-CAN-0030 (parity status consumption),frontend/src/__tests__/truthOverlayGate.test.js,"Provenance class is now 6-way (NO DATA / UNVERIFIED SOURCE / ESTIMATED FALLBACK / SUBSTITUTED SOURCE / RESOLUTION UNKNOWN / COARSE n deg / AUTHORITATIVE NATIVE) after audit 11.2 RC-01; the green check is gated on resolveTruthVerdict, exhaustive over the parity status set, after RC-02","model, layer, render mode, raster state, provider, source_dataset, class, truth violations, parity reasons",n/a,Complete
OBSERVABILITY + INCIDENT READINESS (audit spec §20) — Raw Su,SUR-OBS-crest-diag,rendering,frontend/src/components/map/WebGLMarineEngineDiagnostics.js:6-248; __CREST_DIAG__ :43; __MARINE_DIRECTION_DIAG__ :137; upload trace :220-245,Active-reachable — called from inside the per-frame render loop (WebGLMarineEngine.js:2143),populateCrestDiagnostics,dev console; trackTextureGeneration -> the ring,NONE,NONE,frontend/src/components/map/WebGLMarineEngineDiagnostics.dedup.test.js,"Content-identity dedup key at :176-181 (a prior Date.now() fallback made this the ring's loudest writer: 500/500 identical texture_generated entries, measured 2026-08-03)","most of __CREST_DIAG__ is a static description of shader constants, not a measurement; the upload trace (cols/rows/nonzero/min/max/mean/renderDecision) IS measured",n/a,Complete
OBSERVABILITY + INCIDENT READINESS (audit spec §20) — Raw Su,SUR-OBS-pressure-parity-diag,rendering,frontend/src/components/map/MapForecastOverlayDiag.js:9-141 logPressureTelemetryDiagnostics; :186-224 logForensicAudit,Split — the pressure block is Flag-gated (activeLayer==='pressure' AND getBackendPressureFlag()); logForensicAudit is Active-reachable in PRODUCTION whenever an infobox point is selected,MapForecastOverlay render path,console.log / console.table; window.__PRESSURE_PARITY_DIAG__,NONE,NONE,NONE found,logForensicAudit has no production gate; :205-211 documents that this very diagnostic was blinded for months by a card-label rename ('a diagnostic keyed on a display string breaks silently'),"raster-vs-backend model/time parity, snap delta, interpolation method, authoritativeness",n/a,Missing Test
OBSERVABILITY + INCIDENT READINESS (audit spec §20) — Raw Su,SUR-OBS-scheduler-job-status,infrastructure,backend/scheduler/base.py:25-76 writes ScheduledJobStatus; read at backend/routes/admin/system.py:332-398,Active-reachable,every scheduled job run,AdminSystemDashboard.js:54,NONE,NONE,not located,"Real execution tracking — last_run_at/duration_ms/status/error, next_run_at, total_runs, success/failure counts. The default-row list at system.py:349-366 was corrected to the REAL scheduler job ids",genuine; this is the positive control that proves the SystemAlert table's emptiness is a defect and not a convention,n/a,Complete
OBSERVABILITY + INCIDENT READINESS (audit spec §20) — Raw Su,SUR-OBS-freshness-sec,data,freshness_sec on /api/weather/point and grid responses,"Active-reachable, production",weather point/grid response builder,clients reading staleness,WS-OBJ-202,WS-CAN-0029,NONE,"12.1 LV-05: freshness_sec 1800 identical at four geographies across three tiles and two ingest paths — a constant, not a measurement",a staleness flag that does not vary with staleness,n/a,Missing Task
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-openmeteo-grid,data,"backend/services/weather_pipeline/providers/open_meteo_provider.py:185-186 (MARINE_URL/FORECAST_URL), :301-490 fetch_grid, :193-223 shared 429 circuit breaker","Active-reachable. Reached as PRIMARY for any lane whose direct fetcher is off or failed, and as the TERMINAL fallback for all four direct providers (wind_ingestion.py:122-131, pressure_ingestion.py:119/179/294, scheduler.py:94/312/428, marine_mid_res_ingestion.py:68/134/175/339).",scheduler._fetch_or_mock during forecast-ingest; also the serve-time point path,WeatherNormalizer.normalize_grid -> NormalizedProduct -> Supabase L2 store -> every rating and map surface,NONE,NONE,"backend/tests/test_open_meteo_breaker.py (breaker only); backend/tests/test_open_meteo_proxy_url.py (URL resolution only). No test covers quota, outage or schema drift.",NONE — no LV/RV row in 12.1 exercises an upstream provider failure,"logger.warning on 429 and breaker trip; no counter, no metric, no alert on upstream error rate","5 retries with 8*attempt backoff, then a shared 30 s breaker; on exhaustion the exception propagates and serve falls back to the last stored product",Missing Owner
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-openmeteo-tiles,rendering,"frontend/src/components/map/openMeteoProtocol.js:696 (om:// URL construction), :513 (dynamic import of @openmeteo/weather-map-layer); frontend/netlify/functions/weather-proxy.js:452 (latest.json catalog only)",Active-reachable. DIRECT browser -> map-tiles.open-meteo.com; the .om tiles are NOT proxied. Rate-limit subject is the end user's IP.,maplibre addProtocol('om') registration; every raster layer toggle,"LayerRegistry.js:52-124 — rain, radar(via RV), satellite, pressure, temperature, water_temp, fog (renderMode 'maplibre')",WS-OBJ-101,NONE,"frontend/src/components/map/omUrlTrace.test.js, decodedOmSampler.test.js, layerColorScaleCoverage.test.js — all URL/scale shape; none covers the upstream being unavailable","WS-CAN-0060/0061 closure work (commit f3fe2c85) exercised this path for a PAINT defect, not for a provider outage",window.__OM_URL_TRACE__.blockedDetail (omUrlTrace.js) — the WS-CAN-0061 instrument,"None. Tile failure renders transparent. backendPrecipitationServiceClient.js:121,225 and backendPressureServiceClient.js:99,187 state the backend lane serves contours only, not raster visuals.",Missing Objective
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-netlify-weather-proxy,infrastructure,"backend/services/weather_pipeline/providers/open_meteo_provider.py:171 DEFAULT_WEATHER_PROXY_URL, :173-177 resolve_weather_proxy_url, :372 and :594 use_proxy gate; frontend/netlify/functions/weather-proxy.js + weather-proxy-helpers.js",Active-reachable AND default-ON in production: use_proxy defaults to 'true' when os.environ RENDER == 'true'. Default target is the dev BRANCH deploy dev--rawsurf.netlify.app.,every Open-Meteo grid POST (<=100 pts) and every point query from the Render box,open_meteo_provider fetch_grid / fetch_point,NONE,NONE,"backend/tests/test_open_meteo_proxy_url.py — covers the empty-secret shadow regression only, not availability",NONE at 12.1/12.2. audit/weather-simulation-11.0/evidence/network/B2-backend-pipeline-map.md:113 recorded it ACTIVE with WEATHER_PROXY_URL unset -> the Netlify default,X-Upstream-Provider / X-Failure-Phase / X-Estimated-Response-Bytes response headers; console logs inside the function,In-function 30 min cache with stale-serve on upstream failure (:189) and on open circuit (:345); per-key circuit breaker (helpers :70-80) that only engages for pointCount == 1,Missing Evidence
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-noaa-gfs-s3,data,"backend/services/noaa_gfs_wave_fetcher.py:41 S3_BASE, :195-213 _pick_cycle, :248-253 _fetch_message_bytes, :372-381 schema refusal; noaa_gfs_wind_fetcher.py; noaa_gfs_pressure_fetcher.py","Active-reachable, PRIMARY, default ON — GFS_MARINE_NOAA_DIRECT / GFS_WIND_NOAA_DIRECT / GFS_PRESSURE_NOAA_DIRECT all default '1'",.github/workflows/forecast-ingest.yml cron '15 */4 * * *'; scheduler.py:95,normalizer -> product -> Supabase L2,WS-OBJ-304,WS-CAN-0017,"backend/tests/test_noaa_gfs_marine.py, test_noaa_coverage_floor_fires_on_failures.py, test_noaa_fetch_soft_deadline.py, test_fetcher_http_pooling.py","vector-blockmean-parity.yml run 31133454231 — real byte-range GRIB2 fetched twice, 'points=15 steps_ok=17 steps_failed=0'",stderr SUMMARY line with steps_ok/steps_failed/timesteps; coverage floor NOAA_FETCH_MIN_HOURS default 120,7-cycle walk-back; per-step try/except; soft deadline NOAA_FETCH_BUDGET_S default 2400 returns completed steps; falls through to Open-Meteo,Complete
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-dwd-opendata,data,"backend/services/dwd_gwam_fetcher.py:38 BASE, :39 HTTP_TIMEOUT=60, :173 raise on non-200; dwd_icon_wind_fetcher.py:38 HTTP_TIMEOUT=120; dwd_icon_pressure_fetcher.py:48 HTTP_TIMEOUT=120","Active-reachable, PRIMARY, default ON — ICON_MARINE_DWD_DIRECT and ICON_PRESSURE_DWD_DIRECT both default '1'","forecast-ingest / precompute workflows; marine_mid_res_ingestion.py:175,339",normalizer -> ICON marine + ICON pressure products,NONE,NONE,"backend/tests/test_dwd_icon_marine.py, test_dwd_icon_wind.py, test_dwd_icon_pressure.py, test_gwam_vector_blockmean_loop_shadow.py",NONE for provider availability,stderr SUMMARY line; no attribution or licence tracking,Falls through to Open-Meteo. Schema drift surfaces as a 404 because each variable is its own file path.,Missing Objective
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-ecmwf-opendata,data,"backend/services/ecmwf_opendata_fetcher.py:313 Client(source=os.environ.get('ECMWF_OPENDATA_SOURCE','ecmwf')), :142-165 ensemble member resolution, :327-328 <=144h degrade","Active-reachable, PRIMARY, default ON — EURO_PRESSURE_ECMWF_DIRECT defaults '1'; ECMWF_WAVE_ENSEMBLE defaults ON with 5 members (max 50)",forecast-ingest.yml; pressure_ingestion.py:295,EURO wind + pressure products; the wave ensemble spread,NONE,NONE,"backend/tests/test_ecmwf_euro.py, test_ecmwf_wave_ensemble.py, test_ecmwf_period_bands_decode.py, test_ecmwf_period_bands_ingest.py",NONE for provider availability,"One stderr line on the <=144h retry; no host is ever named in the repo, so an incident cannot be grepped to a hostname",Full retrieve fails -> retry <=144h; then falls through to Open-Meteo. Timeout and retry policy are entirely owned by ecmwf-opendata==0.3.34.,Missing Objective
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-copernicus-cmems,data,"backend/services/copernicus_global_fetcher.py:113,137 copernicusmarine.subset, :240-241 credential env read; backend/services/copernicus_fetcher.py:28,36; capabilities.py:197 dataset id","Active-reachable, PRIMARY and SOLE source for EURO marine waves",forecast-ingest.yml; copernicus_marine_service.py,EURO marine products; copernicus_point_batching for spot ratings,NONE,NONE,"backend/tests/test_weather_copernicus.py, test_copernicus_point_batching.py, test_point_skip_native_copernicus.py",NONE for provider availability,SDK logging only,"The ONLY rows in capabilities.py with a declared fallback_sources (capabilities.py:212,243,274,305), enforced by the contract validator at :620-635. Credentialed, so account suspension is a distinct failure mode from an outage and has no separate signal.",Missing Objective
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-ndbc-buoys,data,"backend/services/weather_pipeline/buoy_calibration.py:24 NDBC_REALTIME_URL, :264 NDBC_LATEST_OBS_URL, :29-31 _COL positional map, :74-97 parse_ndbc_realtime, :103+ parse_ndbc_wind",Active-reachable. Ground truth for buoy calibration and for the forecast-skill ledger that arms 2026-08-22 and can page.,.github/workflows/forecast-calibration-census.yml; forecast_accuracy_monitor.py,BUOY_CALIBRATION_MODEL selection; forecast_skill.py scoring; WS-OBJ-005 accuracy gate,WS-OBJ-005,WS-CAN-0026,"backend/tests/test_buoy_calibration.py, test_map_spots_to_ndbc_buoys.py, test_validate_period_vs_ndbc.py (via scripts) — all against a fixed fixture layout","10 live stations sampled 2026-08-02 21:5xZ (recorded in buoy_calibration.py:38-49) — a per-sensor staleness measurement, not a schema check",Per-sensor age gate WIND_OBS_MAX_AGE_MIN default 90 that FAILS CLOSED; no schema/header assertion,"Fails closed on staleness. Does NOT fail closed on column drift: parse_ndbc_realtime skips every '#'-prefixed line (:75-76) without ever comparing the header to _COL, and the only structural check is a length test (:78).",Missing Test
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-noaa-coops-tides,data,"backend/routes/surf_data/conditions.py:32 NOAA_TIDES_URL; backend/services/surf_conditions.py:14 NOAA_TIDES_API, :17 hard-coded station ids","Active-reachable, US-only station coverage. NOTE the pipeline's own tide module uses a DIFFERENT upstream: weather_pipeline/tide.py:20 OPEN_METEO_MARINE_API.",/api/conditions surfaces,surf conditions display; RATING_TIDE lane,NONE,NONE,"backend/tests/test_tide.py, test_tide_extrema.py, test_p0_alerts_push_tides.py",NONE,None specific to the upstream,Unspecified. Two independent tide upstreams exist for two surfaces with no reconciliation; the base URL is duplicated as two literals rather than one shared constant.,Conflicting
EXTERNAL DEPENDENCY + PROVIDER RISK (audit spec §18) — every,SUR-DEP-mapbox-basemap,rendering,"frontend/src/components/map/mapUtils.js:153 MAPBOX_TOKEN, :170-175 MAPBOX_VECTOR_STYLES, :182-205 mapboxTransformRequest, :213-219 getMapStyle; MapWebGL.js:613 currentMapStyle, :982 mapStyle, :983 transformRequest, :986 attributionControl={false}",Active-reachable and unconditional — getMapStyle can only ever return a MAPBOX_VECTOR_STYLES entry. It is the substrate the weather rasters are inserted INTO (MapWebGL.js:5 findMarineInsertionLayer).,MapWebGL mount on /map,every weather layer — the rasters are ordered relative to this style's water/land layers,NONE,NONE,"NONE. `git grep -ln ""getMapStyle|MAPBOX_VECTOR_STYLES|mapboxTransformRequest"" -- frontend/src | grep -i test` is empty; positive control = 5+ *.test.js files exist in the same directory.",NONE,"MapWebGL.js:700-705 logs the maplibre 'error' event and calls WeatherTelemetry.trackMapError — a log, not a user-visible refusal and not a server-side signal",NONE. An empty or revoked token yields '...?access_token=' -> 401 -> style load fails -> no basemap and no weather rasters. No fallback style exists.,Missing Objective
